prediction_index,threshold,TPs,FPs,FNs,Precision,Recall,Random-Guess
1,0.07706590741872787,40,183,6,0.17937219730941703,0.8695652173913043,0.15282392026578073
1,0.07664170116186142,40,184,6,0.17857142857142858,0.8695652173913043,0.15282392026578073
1,0.07606606185436249,40,185,6,0.17777777777777778,0.8695652173913043,0.15282392026578073
1,0.07567791640758514,40,186,6,0.17699115044247787,0.8695652173913043,0.15282392026578073
1,0.07528860121965408,40,187,6,0.1762114537444934,0.8695652173913043,0.15282392026578073
1,0.07430746406316757,40,188,6,0.17543859649122806,0.8695652173913043,0.15282392026578073
1,0.07380761206150055,40,189,6,0.17467248908296942,0.8695652173913043,0.15282392026578073
1,0.07372250407934189,40,190,6,0.17391304347826086,0.8695652173913043,0.15282392026578073
1,0.07347141206264496,40,191,6,0.17316017316017315,0.8695652173913043,0.15282392026578073
1,0.07346025109291077,40,192,6,0.1724137931034483,0.8695652173913043,0.15282392026578073
1,0.07320369780063629,41,192,5,0.1759656652360515,0.8913043478260869,0.15282392026578073
1,0.0727953165769577,41,193,5,0.1752136752136752,0.8913043478260869,0.15282392026578073
1,0.07278425991535187,41,194,5,0.17446808510638298,0.8913043478260869,0.15282392026578073
1,0.07252779603004456,41,195,5,0.17372881355932204,0.8913043478260869,0.15282392026578073
1,0.07244114577770233,42,195,4,0.17721518987341772,0.9130434782608695,0.15282392026578073
1,0.07239750772714615,42,196,4,0.17647058823529413,0.9130434782608695,0.15282392026578073
1,0.07179289311170578,42,197,4,0.17573221757322174,0.9130434782608695,0.15282392026578073
1,0.07139424234628677,42,198,4,0.175,0.9130434782608695,0.15282392026578073
1,0.07103384286165237,42,199,4,0.17427385892116182,0.9130434782608695,0.15282392026578073
1,0.06993008404970169,42,200,4,0.17355371900826447,0.9130434782608695,0.15282392026578073
1,0.06930147111415863,42,201,4,0.1728395061728395,0.9130434782608695,0.15282392026578073
1,0.06905551999807358,42,202,4,0.1721311475409836,0.9130434782608695,0.15282392026578073
1,0.06893661618232727,42,203,4,0.17142857142857143,0.9130434782608695,0.15282392026578073
1,0.06841476261615753,42,204,4,0.17073170731707318,0.9130434782608695,0.15282392026578073
1,0.06831346452236176,43,204,3,0.17408906882591094,0.9347826086956522,0.15282392026578073
1,0.06806016713380814,43,205,3,0.17338709677419356,0.9347826086956522,0.15282392026578073
1,0.0675007551908493,43,206,3,0.17269076305220885,0.9347826086956522,0.15282392026578073
1,0.06687287986278534,43,207,3,0.172,0.9347826086956522,0.15282392026578073
1,0.06677912920713425,43,208,3,0.17131474103585656,0.9347826086956522,0.15282392026578073
1,0.06625466793775558,43,209,3,0.17063492063492064,0.9347826086956522,0.15282392026578073
1,0.06604524701833725,43,210,3,0.16996047430830039,0.9347826086956522,0.15282392026578073
1,0.06601632386445999,43,211,3,0.16929133858267717,0.9347826086956522,0.15282392026578073
1,0.06534933298826218,43,212,3,0.16862745098039217,0.9347826086956522,0.15282392026578073
1,0.0650700256228447,43,213,3,0.16796875,0.9347826086956522,0.15282392026578073
1,0.06502852588891983,43,214,3,0.16731517509727625,0.9347826086956522,0.15282392026578073
1,0.06480186432600021,43,215,3,0.16666666666666666,0.9347826086956522,0.15282392026578073
1,0.06448065489530563,43,216,3,0.16602316602316602,0.9347826086956522,0.15282392026578073
1,0.06343682110309601,43,217,3,0.16538461538461538,0.9347826086956522,0.15282392026578073
1,0.06260666996240616,43,218,3,0.16475095785440613,0.9347826086956522,0.15282392026578073
1,0.062411464750766754,43,219,3,0.16412213740458015,0.9347826086956522,0.15282392026578073
1,0.06224977225065231,43,220,3,0.1634980988593156,0.9347826086956522,0.15282392026578073
1,0.060638051480054855,43,221,3,0.16287878787878787,0.9347826086956522,0.15282392026578073
1,0.060487620532512665,43,222,3,0.16226415094339622,0.9347826086956522,0.15282392026578073
1,0.059902966022491455,43,223,3,0.16165413533834586,0.9347826086956522,0.15282392026578073
1,0.05890340358018875,43,224,3,0.16104868913857678,0.9347826086956522,0.15282392026578073
1,0.058594927191734314,43,225,3,0.16044776119402984,0.9347826086956522,0.15282392026578073
1,0.0583360493183136,43,226,3,0.15985130111524162,0.9347826086956522,0.15282392026578073
1,0.05798069015145302,43,227,3,0.15925925925925927,0.9347826086956522,0.15282392026578073
1,0.05753639340400696,43,228,3,0.15867158671586715,0.9347826086956522,0.15282392026578073
1,0.05705821141600609,43,229,3,0.15808823529411764,0.9347826086956522,0.15282392026578073
1,0.05432724952697754,43,230,3,0.1575091575091575,0.9347826086956522,0.15282392026578073
1,0.05105435103178024,43,231,3,0.15693430656934307,0.9347826086956522,0.15282392026578073
1,0.050884097814559937,44,231,2,0.16,0.9565217391304348,0.15282392026578073
1,0.04939929023385048,44,232,2,0.15942028985507245,0.9565217391304348,0.15282392026578073
1,0.04884720221161842,44,233,2,0.1588447653429603,0.9565217391304348,0.15282392026578073
